Suggest_Method,Repeat,Iteration,I,H,C,P,Fluorescence
R-LLM,29,12,I2,H3,C5,P2,5824
R-LLM,29,13,I1,H3,C2,P4,1392
R-LLM,29,13,I5,H2,C1,P3,13334
R-LLM,29,14,I1,H2,C1,P3,435
R-LLM,29,14,I2,H4,C3,P4,12380
R-LLM,29,15,I5,H2,C2,P4,477
R-LLM,29,15,I4,H3,C2,P1,856
R-LLM,29,16,I1,H2,C4,P3,195055
R-LLM,29,16,I2,H4,C4,P4,218758
R-LLM,29,17,I4,H1,C5,P4,1214
R-LLM,29,17,I3,H5,C5,P3,2004
R-LLM,29,18,I1,H5,C5,P3,187
R-LLM,29,18,I4,H1,C2,P2,1332
R-LLM,29,19,I3,H5,C1,P4,468
R-LLM,29,19,I1,H3,C4,P2,4374
R-LLM,29,20,I3,H3,C3,P2,51
R-LLM,29,20,I4,H4,C2,P1,142493
R-LLM,29,21,I5,H4,C2,P4,5755
R-LLM,29,21,I2,H3,C4,P2,8619
R-LLM,29,22,I5,H2,C3,P2,740
R-LLM,29,22,I2,H4,C5,P3,4595
R-LLM,29,23,I3,H2,C1,P4,24
R-LLM,29,23,I1,H3,C5,P1,4368
R-LLM,29,24,I5,H2,C1,P2,2170
R-LLM,29,24,I3,H4,C1,P2,5963
R-LLM,29,25,I4,H3,C5,P2,3095
R-LLM,29,25,I2,H5,C2,P4,1400
R-LLM,29,26,I2,H2,C2,P3,443
R-LLM,29,26,I1,H5,C3,P4,423
R-LLM,29,27,I5,H1,C3,P1,612
R-LLM,29,27,I1,H5,C2,P2,144
R-LLM,29,28,I3,H1,C2,P3,5071
R-LLM,29,28,I1,H2,C5,P4,1517
R-LLM,29,29,I3,H4,C5,P3,1628
R-LLM,29,29,I4,H2,C1,P4,1624
R-LLM,29,30,I3,H4,C4,P4,89478
R-LLM,29,30,I5,H3,C1,P1,3984
R-LLM,29,31,I4,H1,C4,P3,18519
R-LLM,29,31,I2,H5,C4,P3,2953
R-LLM,29,32,I2,H5,C3,P4,448
R-LLM,29,32,I4,H2,C3,P1,26
R-LLM,29,33,I3,H3,C3,P4,155
R-LLM,29,33,I5,H1,C5,P3,634
R-LLM,29,34,I5,H5,C2,P1,6
R-LLM,29,34,I3,H1,C4,P1,402
R-LLM,29,35,I2,H4,C1,P3,549731
R-LLM,29,35,I4,H5,C4,P1,52
R-LLM,29,36,I1,H4,C4,P3,10325
R-LLM,29,36,I5,H3,C3,P4,381
R-LLM,29,37,I1,H3,C4,P1,3401
R-LLM,29,37,I2,H1,C5,P4,3087
R-LLM,29,38,I3,H1,C5,P3,386
R-LLM,29,38,I5,H5,C4,P3,965
R-LLM,29,39,I5,H3,C5,P2,1507
R-LLM,29,39,I1,H1,C5,P4,6858
R-LLM,29,40,I1,H5,C1,P3,2255400
R-LLM,29,40,I4,H1,C5,P1,787
R-LLM,29,41,I3,H5,C4,P4,4329
R-LLM,29,41,I4,H4,C3,P2,1014
R-LLM,29,42,I5,H1,C4,P4,68986
R-LLM,29,42,I3,H2,C3,P2,152
R-LLM,29,43,I5,H2,C5,P3,2388
R-LLM,29,43,I1,H4,C3,P4,390622
R-LLM,29,44,I2,H1,C2,P2,625
R-LLM,29,44,I4,H2,C4,P4,55257
R-LLM,29,45,I4,H5,C2,P2,79
R-LLM,29,45,I1,H3,C3,P3,66106
R-LLM,29,46,I5,H1,C4,P2,1451
R-LLM,29,46,I3,H3,C2,P1,1764
R-LLM,29,47,I5,H2,C4,P3,82456
R-LLM,29,47,I4,H4,C1,P4,568488
R-LLM,29,48,I4,H5,C3,P1,79
R-LLM,29,48,I2,H1,C4,P2,807121
R-LLM,29,49,I5,H1,C2,P1,93701
R-LLM,29,49,I4,H2,C5,P3,3472
R-LLM,29,50,I1,H2,C3,P2,5681
R-LLM,29,50,I2,H3,C2,P1,2141
R-LLM,30,1,I2,H5,C2,P2,62
R-LLM,30,1,I4,H4,C3,P3,1274
R-LLM,30,2,I1,H3,C4,P4,5274
R-LLM,30,2,I3,H2,C1,P1,1041
R-LLM,30,3,I5,H1,C5,P1,3490
R-LLM,30,3,I4,H3,C2,P4,729
R-LLM,30,4,I1,H4,C3,P1,36
R-LLM,30,4,I3,H5,C4,P3,1763
R-LLM,30,5,I2,H1,C4,P3,2434
R-LLM,30,5,I5,H2,C5,P2,1942
R-LLM,30,6,I1,H2,C3,P2,5681
R-LLM,30,6,I3,H4,C5,P4,1162
R-LLM,30,7,I2,H3,C5,P1,5717
R-LLM,30,7,I5,H5,C1,P4,237
R-LLM,30,8,I4,H1,C5,P3,270
R-LLM,30,8,I5,H4,C2,P2,38684
R-LLM,30,9,I2,H3,C4,P2,8619
R-LLM,30,9,I3,H1,C3,P4,2208
R-LLM,30,10,I4,H5,C4,P3,828
R-LLM,30,10,I1,H3,C2,P1,3254
R-LLM,30,11,I2,H1,C1,P4,364
R-LLM,30,11,I4,H2,C4,P1,31476
R-LLM,30,12,I5,H3,C4,P3,125959
R-LLM,30,12,I2,H4,C5,P4,3997
R-LLM,30,13,I3,H5,C2,P2,51
R-LLM,30,13,I1,H5,C3,P3,10068
R-LLM,30,14,I3,H5,C3,P4,657
R-LLM,30,14,I1,H1,C2,P3,13047
R-LLM,30,15,I2,H2,C3,P2,22643
R-LLM,30,15,I5,H2,C4,P3,82456
R-LLM,30,16,I4,H2,C5,P4,133
R-LLM,30,16,I5,H3,C2,P1,1791
R-LLM,30,17,I2,H4,C3,P4,12380
R-LLM,30,17,I5,H1,C2,P1,93701
R-LLM,30,18,I4,H2,C3,P1,26
R-LLM,30,18,I1,H4,C4,P2,89908
R-LLM,30,19,I5,H1,C5,P4,3239
R-LLM,30,19,I3,H3,C5,P4,617
R-LLM,30,20,I2,H1,C2,P3,12701
R-LLM,30,20,I5,H4,C3,P1,61707
R-LLM,30,21,I2,H4,C1,P3,549731
R-LLM,30,21,I3,H1,C5,P2,11260
R-LLM,30,22,I4,H4,C2,P3,7197
R-LLM,30,22,I2,H5,C3,P4,448
R-LLM,30,23,I2,H4,C2,P3,717
R-LLM,30,23,I1,H3,C3,P4,4138
R-LLM,30,24,I3,H1,C4,P2,5106
R-LLM,30,24,I4,H3,C5,P4,307
R-LLM,30,25,I1,H2,C5,P3,1604
R-LLM,30,25,I4,H1,C2,P2,1332
R-LLM,30,26,I5,H4,C4,P4,225354
R-LLM,30,26,I3,H2,C2,P3,266
R-LLM,30,27,I1,H1,C1,P2,3689
R-LLM,30,27,I5,H3,C1,P3,552
R-LLM,30,28,I3,H4,C1,P3,544517
R-LLM,30,28,I4,H3,C3,P2,1122
R-LLM,30,29,I4,H3,C4,P2,26785
R-LLM,30,29,I2,H5,C4,P3,2953
R-LLM,30,30,I1,H4,C2,P3,5883
R-LLM,30,30,I2,H3,C3,P1,259
R-LLM,30,31,I2,H4,C5,P1,9539
R-LLM,30,31,I4,H1,C4,P2,10374
R-LLM,30,32,I2,H3,C1,P3,5224
R-LLM,30,32,I5,H2,C1,P3,13334
R-LLM,30,33,I5,H1,C4,P2,1451
R-LLM,30,33,I4,H2,C1,P2,2768
R-LLM,30,34,I4,H2,C1,P4,1624
R-LLM,30,34,I4,H5,C1,P1,307
R-LLM,30,35,I5,H3,C5,P1,4533
R-LLM,30,35,I5,H5,C2,P3,33831
R-LLM,30,36,I3,H1,C3,P1,24
R-LLM,30,36,I5,H3,C2,P4,780
R-LLM,30,37,I1,H4,C1,P2,1171921
R-LLM,30,37,I3,H2,C5,P1,430
R-LLM,30,38,I1,H4,C5,P4,14307
R-LLM,30,38,I4,H4,C4,P2,1830
R-LLM,30,39,I2,H1,C3,P2,459
R-LLM,30,39,I1,H5,C4,P1,3280
R-LLM,30,40,I3,H3,C1,P4,52156
R-LLM,30,40,I4,H1,C3,P1,13
R-LLM,30,41,I2,H5,C2,P2,62
R-LLM,30,41,I1,H2,C5,P1,300
R-LLM,30,42,I1,H1,C4,P2,2488
R-LLM,30,42,I5,H3,C2,P3,4960
R-LLM,30,43,I1,H4,C1,P1,182961
R-LLM,30,43,I2,H4,C1,P4,1682296
R-LLM,30,44,I2,H5,C2,P3,463
R-LLM,30,44,I3,H3,C4,P1,2850
R-LLM,30,45,I1,H5,C2,P4,545
R-LLM,30,45,I4,H5,C5,P2,69154
R-LLM,30,46,I3,H5,C4,P2,123056
R-LLM,30,46,I5,H5,C3,P4,1807
R-LLM,30,47,I2,H2,C1,P1,60221
R-LLM,30,47,I4,H2,C3,P4,463
R-LLM,30,48,I5,H2,C3,P1,64
R-LLM,30,48,I3,H2,C4,P1,1131
R-LLM,30,49,I4,H5,C3,P1,79
R-LLM,30,49,I3,H4,C3,P2,492
R-LLM,30,50,I5,H1,C3,P2,2506
R-LLM,30,50,I4,H3,C5,P3,9668
R-LLM,31,1,I1,H2,C2,P4,72535
R-LLM,31,1,I3,H3,C2,P4,306
R-LLM,31,2,I1,H1,C1,P1,960
R-LLM,31,2,I2,H2,C3,P3,11373
R-LLM,31,3,I5,H4,C4,P3,11626
R-LLM,31,3,I4,H5,C5,P2,69154
R-LLM,31,4,I1,H2,C4,P2,2799
R-LLM,31,4,I2,H3,C5,P1,5717
R-LLM,31,5,I1,H2,C2,P1,1318
R-LLM,31,5,I3,H5,C4,P3,1763
R-LLM,31,6,I4,H3,C3,P1,96
R-LLM,31,6,I5,H4,C1,P4,1056921
R-LLM,31,7,I4,H1,C4,P4,10865
R-LLM,31,7,I5,H5,C2,P3,33831
R-LLM,31,8,I1,H2,C2,P3,119
R-LLM,31,8,I2,H4,C5,P2,1858
R-LLM,31,9,I3,H1,C5,P4,1066
R-LLM,31,9,I2,H2,C4,P1,4295
R-LLM,31,10,I2,H1,C4,P1,333
R-LLM,31,10,I3,H2,C3,P2,152
R-LLM,31,11,I1,H4,C1,P3,26799
R-LLM,31,11,I5,H3,C3,P2,727
R-LLM,31,12,I3,H4,C2,P4,7944
R-LLM,31,12,I4,H2,C3,P2,198
R-LLM,31,13,I4,H2,C4,P1,31476
R-LLM,31,13,I3,H2,C5,P3,484
R-LLM,31,14,I1,H4,C2,P4,53404
R-LLM,31,14,I4,H5,C1,P3,7614
R-LLM,31,15,I5,H5,C1,P1,479
R-LLM,31,15,I5,H5,C4,P2,7898
R-LLM,31,16,I2,H5,C3,P4,448
R-LLM,31,16,I3,H3,C1,P2,2693
R-LLM,31,17,I4,H4,C2,P3,7197
R-LLM,31,17,I3,H3,C4,P4,19498
R-LLM,31,18,I3,H1,C2,P4,2821
R-LLM,31,18,I2,H3,C1,P3,5224
R-LLM,31,19,I2,H2,C2,P2,65
R-LLM,31,19,I3,H4,C3,P2,492
R-LLM,31,20,I5,H3,C4,P1,912
R-LLM,31,20,I4,H5,C3,P4,1341
R-LLM,31,21,I2,H4,C3,P4,12380
R-LLM,31,21,I5,H1,C3,P4,2794
R-LLM,31,22,I5,H2,C5,P4,368
R-LLM,31,22,I1,H3,C2,P3,444
R-LLM,31,23,I5,H4,C2,P1,1192715
R-LLM,31,23,I4,H2,C1,P3,4469
R-LLM,31,24,I1,H2,C4,P4,399845
R-LLM,31,24,I5,H3,C2,P3,4960
R-LLM,31,25,I2,H4,C4,P2,277
R-LLM,31,25,I5,H1,C4,P3,455263
R-LLM,31,26,I2,H1,C3,P3,260
R-LLM,31,26,I4,H2,C1,P4,1624
R-LLM,31,27,I1,H5,C2,P3,955
R-LLM,31,27,I4,H1,C5,P4,1214
R-LLM,31,28,I4,H1,C2,P3,6059
R-LLM,31,28,I1,H3,C4,P2,4374
R-LLM,31,29,I5,H4,C3,P4,5903
R-LLM,31,29,I4,H1,C3,P2,494
R-LLM,31,30,I1,H5,C3,P4,423
R-LLM,31,30,I4,H4,C5,P1,541
R-LLM,31,31,I4,H1,C4,P2,10374
R-LLM,31,31,I3,H4,C2,P3,2388
R-LLM,31,32,I2,H3,C5,P4,2759
R-LLM,31,32,I4,H1,C2,P1,2964
R-LLM,31,33,I4,H2,C2,P4,321
R-LLM,31,33,I5,H5,C4,P1,50
R-LLM,31,34,I4,H2,C1,P2,2768
R-LLM,31,34,I3,H5,C3,P1,46
R-LLM,31,35,I5,H2,C3,P3,80824
R-LLM,31,35,I1,H1,C4,P2,2488
R-LLM,31,36,I1,H1,C3,P4,65332
R-LLM,31,36,I4,H4,C1,P1,153113
R-LLM,31,37,I1,H5,C2,P4,545
R-LLM,31,37,I5,H1,C4,P2,1451
R-LLM,31,38,I1,H1,C4,P1,255
R-LLM,31,38,I4,H3,C4,P2,26785
R-LLM,31,39,I4,H3,C3,P4,714
R-LLM,31,39,I5,H4,C5,P2,2556
R-LLM,31,40,I5,H2,C4,P4,77495
R-LLM,31,40,I1,H1,C5,P4,6858
R-LLM,31,41,I5,H2,C1,P3,13334
R-LLM,31,41,I4,H3,C1,P3,3986
R-LLM,31,42,I1,H2,C3,P4,50003
R-LLM,31,42,I4,H2,C1,P1,564
R-LLM,31,43,I2,H4,C2,P3,717
R-LLM,31,43,I3,H3,C5,P1,176
R-LLM,31,44,I4,H2,C3,P3,719
R-LLM,31,44,I3,H3,C1,P3,6722
R-LLM,31,45,I2,H3,C4,P1,2109
R-LLM,31,45,I5,H4,C2,P4,5755
R-LLM,31,46,I3,H4,C4,P1,99899
R-LLM,31,46,I5,H3,C2,P4,780
R-LLM,31,47,I5,H5,C4,P3,965
R-LLM,31,47,I2,H2,C1,P4,342
R-LLM,31,48,I2,H1,C5,P3,1102699
R-LLM,31,48,I5,H2,C3,P1,64
R-LLM,31,49,I5,H3,C5,P1,4533
R-LLM,31,49,I3,H4,C2,P2,6784
R-LLM,31,50,I3,H2,C1,P4,24
R-LLM,31,50,I4,H3,C2,P1,856
R-LLM,32,1,I4,H3,C2,P1,856
R-LLM,32,1,I5,H4,C3,P1,61707
R-LLM,32,2,I3,H2,C4,P3,2674917
R-LLM,32,2,I1,H5,C5,P4,2037
R-LLM,32,3,I3,H3,C1,P2,2693
R-LLM,32,3,I2,H1,C4,P1,333
R-LLM,32,4,I1,H1,C1,P3,1189
R-LLM,32,4,I2,H2,C5,P4,614
R-LLM,32,5,I3,H2,C4,P1,1131
R-LLM,32,5,I3,H2,C4,P4,87686
R-LLM,32,6,I5,H2,C3,P3,80824
R-LLM,32,6,I4,H5,C4,P2,1042361
R-LLM,32,7,I1,H3,C4,P2,4374
R-LLM,32,7,I2,H4,C2,P3,717
R-LLM,32,8,I3,H4,C4,P3,183711
R-LLM,32,8,I4,H1,C3,P4,580
R-LLM,32,9,I2,H1,C3,P2,459
R-LLM,32,9,I5,H3,C1,P4,25234
R-LLM,32,10,I4,H2,C5,P3,3472
R-LLM,32,10,I1,H4,C4,P2,89908
R-LLM,32,11,I1,H2,C2,P4,72535
R-LLM,32,11,I4,H3,C5,P3,9668
R-LLM,32,12,I5,H1,C2,P3,2898
R-LLM,32,12,I2,H5,C4,P1,44
R-LLM,32,13,I4,H2,C3,P4,463
R-LLM,32,13,I5,H5,C1,P1,479
R-LLM,32,14,I3,H3,C2,P4,306
R-LLM,32,14,I5,H5,C2,P2,73
R-LLM,32,15,I3,H1,C1,P4,34
R-LLM,32,15,I4,H2,C1,P3,4469
R-LLM,32,16,I3,H5,C4,P2,123056
R-LLM,32,16,I5,H4,C2,P3,208
R-LLM,32,17,I1,H4,C3,P1,36
R-LLM,32,17,I2,H3,C4,P1,2109
R-LLM,32,18,I3,H4,C1,P2,5963
R-LLM,32,18,I4,H1,C5,P3,270
R-LLM,32,19,I3,H4,C2,P1,53171
R-LLM,32,19,I3,H4,C3,P1,102
R-LLM,32,20,I1,H1,C3,P2,3192
R-LLM,32,20,I2,H3,C5,P4,2759
R-LLM,32,21,I3,H1,C2,P3,5071
R-LLM,32,21,I5,H4,C1,P2,197486
R-LLM,32,22,I4,H2,C4,P1,31476
R-LLM,32,22,I3,H4,C5,P3,1628
R-LLM,32,23,I3,H2,C3,P2,152
R-LLM,32,23,I5,H2,C4,P4,77495
R-LLM,32,24,I3,H2,C5,P2,30022
R-LLM,32,24,I5,H3,C2,P1,1791
R-LLM,32,25,I1,H3,C3,P4,4138
R-LLM,32,25,I4,H5,C2,P3,14602
R-LLM,32,26,I4,H2,C2,P3,576
R-LLM,32,26,I5,H1,C5,P4,3239
R-LLM,32,27,I4,H3,C4,P3,1243932
R-LLM,32,27,I5,H2,C1,P3,13334
R-LLM,32,28,I2,H2,C4,P3,347695
R-LLM,32,28,I5,H5,C3,P1,140
R-LLM,32,29,I2,H1,C4,P2,807121
R-LLM,32,29,I2,H2,C2,P2,65
R-LLM,32,30,I2,H4,C1,P3,549731
R-LLM,32,30,I2,H4,C4,P2,277
R-LLM,32,31,I4,H1,C2,P1,2964
R-LLM,32,31,I1,H4,C5,P3,1076
R-LLM,32,32,I5,H2,C3,P1,64
R-LLM,32,32,I4,H2,C4,P2,23152
R-LLM,32,33,I5,H2,C4,P3,82456
R-LLM,32,33,I3,H3,C4,P2,2832
R-LLM,32,34,I4,H3,C1,P3,3986
R-LLM,32,34,I2,H5,C3,P4,448
R-LLM,32,35,I1,H5,C1,P3,2255400
R-LLM,32,35,I4,H4,C2,P1,142493
R-LLM,32,36,I3,H2,C4,P2,670
R-LLM,32,36,I4,H2,C4,P3,1317074
R-LLM,32,37,I3,H2,C3,P3,429
R-LLM,32,37,I4,H2,C5,P1,387
R-LLM,32,38,I3,H3,C4,P3,87871
R-LLM,32,38,I5,H4,C5,P3,399
R-LLM,32,39,I3,H3,C5,P1,176
R-LLM,32,39,I4,H4,C1,P3,195425
R-LLM,32,40,I4,H2,C3,P2,198
R-LLM,32,40,I3,H1,C3,P2,253
R-LLM,32,41,I3,H1,C5,P1,1330
R-LLM,32,41,I4,H5,C5,P4,127
R-LLM,32,42,I1,H5,C4,P1,3280
R-LLM,32,42,I2,H3,C2,P2,213
R-LLM,32,43,I2,H1,C2,P3,12701
R-LLM,32,43,I5,H4,C1,P4,1056921
R-LLM,32,44,I2,H4,C5,P1,9539
R-LLM,32,44,I4,H3,C3,P4,714
R-LLM,32,45,I1,H5,C2,P2,144
R-LLM,32,45,I5,H1,C1,P3,1428
R-LLM,32,46,I3,H2,C2,P2,43
R-LLM,32,46,I4,H3,C5,P4,307
R-LLM,32,47,I1,H3,C3,P3,66106
R-LLM,32,47,I2,H4,C1,P4,1682296
R-LLM,32,48,I1,H3,C3,P2,528
R-LLM,32,48,I3,H2,C4,P1,1131
R-LLM,32,49,I4,H2,C3,P1,26
R-LLM,32,49,I5,H3,C4,P1,912
R-LLM,32,50,I4,H3,C5,P2,3095
R-LLM,32,50,I3,H5,C4,P3,1763
R-LLM,33,1,I4,H1,C3,P1,13
R-LLM,33,1,I1,H3,C2,P4,1392
R-LLM,33,2,I3,H2,C4,P3,2674917
R-LLM,33,2,I5,H5,C1,P2,189
R-LLM,33,3,I2,H4,C5,P2,1858
R-LLM,33,3,I3,H1,C4,P4,33311
R-LLM,33,4,I2,H2,C2,P3,443
R-LLM,33,4,I5,H3,C5,P1,4533
R-LLM,33,5,I1,H4,C1,P3,26799
R-LLM,33,5,I5,H2,C3,P4,299
R-LLM,33,6,I3,H1,C2,P2,444
R-LLM,33,6,I1,H2,C3,P4,50003
R-LLM,33,7,I3,H3,C4,P1,2850
R-LLM,33,7,I5,H5,C2,P4,892
R-LLM,33,8,I2,H1,C4,P1,333
R-LLM,33,8,I4,H2,C2,P3,576
R-LLM,33,9,I3,H4,C3,P2,492
R-LLM,33,9,I4,H3,C2,P1,856
R-LLM,33,10,I4,H5,C4,P3,828
R-LLM,33,10,I2,H2,C5,P1,432
R-LLM,33,11,I1,H2,C4,P3,195055
R-LLM,33,11,I3,H2,C3,P1,8
R-LLM,33,12,I3,H4,C5,P4,1162
R-LLM,33,12,I2,H3,C1,P2,456
R-LLM,33,13,I5,H1,C2,P3,2898
R-LLM,33,13,I1,H5,C4,P2,1189738
R-LLM,33,14,I4,H5,C5,P4,127
R-LLM,33,14,I2,H4,C3,P1,38
R-LLM,33,15,I1,H3,C4,P2,4374
R-LLM,33,15,I4,H5,C3,P2,97728
R-LLM,33,16,I1,H4,C4,P1,79212
R-LLM,33,16,I5,H3,C2,P3,4960
R-LLM,33,17,I3,H3,C1,P3,6722
R-LLM,33,17,I5,H4,C4,P1,806841
R-LLM,33,18,I3,H2,C5,P4,293
R-LLM,33,18,I5,H1,C4,P4,68986
R-LLM,33,19,I3,H2,C1,P4,24
R-LLM,33,19,I5,H1,C5,P3,634
R-LLM,33,20,I4,H4,C2,P3,7197
R-LLM,33,20,I3,H5,C4,P3,1763
R-LLM,33,21,I1,H2,C5,P4,1517
R-LLM,33,21,I4,H1,C4,P2,10374
R-LLM,33,22,I1,H1,C4,P4,357030
R-LLM,33,22,I5,H2,C5,P1,861
R-LLM,33,23,I4,H3,C4,P2,26785
R-LLM,33,23,I2,H5,C1,P3,11042
R-LLM,33,24,I2,H5,C3,P4,448
R-LLM,33,24,I4,H3,C1,P3,3986
R-LLM,33,25,I1,H5,C1,P1,552
R-LLM,33,25,I4,H4,C5,P1,541
R-LLM,33,26,I2,H1,C1,P3,1019
R-LLM,33,26,I5,H4,C1,P4,1056921
R-LLM,33,27,I3,H3,C3,P4,155
R-LLM,33,27,I2,H1,C2,P2,625
R-LLM,33,28,I5,H1,C1,P3,1428
R-LLM,33,28,I4,H3,C4,P1,452
R-LLM,33,29,I4,H2,C4,P2,23152
R-LLM,33,29,I1,H3,C2,P3,444
R-LLM,33,30,I4,H5,C1,P1,307
R-LLM,33,30,I4,H4,C3,P1,187
R-LLM,33,31,I1,H3,C3,P2,528
R-LLM,33,31,I4,H2,C5,P3,3472
R-LLM,33,32,I4,H3,C5,P3,9668
R-LLM,33,32,I2,H1,C5,P4,3087
R-LLM,33,33,I3,H1,C2,P1,613
R-LLM,33,33,I5,H3,C4,P4,14484
R-LLM,33,34,I3,H4,C2,P1,53171
R-LLM,33,34,I2,H3,C5,P4,2759
R-LLM,33,35,I3,H5,C5,P1,173
R-LLM,33,35,I1,H1,C3,P2,3192
R-LLM,33,36,I3,H1,C4,P3,968
R-LLM,33,36,I2,H4,C4,P3,6751
R-LLM,33,37,I4,H4,C1,P4,568488
R-LLM,33,37,I5,H3,C1,P4,25234
R-LLM,33,38,I1,H4,C2,P1,178299
R-LLM,33,38,I5,H2,C4,P2,2787
R-LLM,33,39,I1,H3,C1,P4,29072
R-LLM,33,39,I5,H4,C2,P1,1192715
R-LLM,33,40,I1,H1,C4,P3,5027
R-LLM,33,40,I4,H2,C3,P1,26
R-LLM,33,41,I4,H3,C1,P2,1685
R-LLM,33,41,I3,H5,C2,P3,116
R-LLM,33,42,I1,H2,C3,P1,67
R-LLM,33,42,I4,H5,C3,P3,3806
R-LLM,33,43,I4,H1,C4,P3,18519
R-LLM,33,43,I2,H3,C2,P1,2141
R-LLM,33,44,I2,H4,C1,P2,1161728
R-LLM,33,44,I3,H4,C4,P1,99899
R-LLM,33,45,I5,H5,C3,P4,1807
R-LLM,33,45,I4,H4,C2,P2,25881
R-LLM,33,46,I1,H1,C1,P2,3689
R-LLM,33,46,I2,H3,C3,P1,259
R-LLM,33,47,I1,H3,C4,P1,3401
R-LLM,33,47,I3,H2,C5,P2,30022
R-LLM,33,48,I2,H1,C3,P1,11
R-LLM,33,48,I5,H2,C5,P4,368
R-LLM,33,49,I1,H3,C4,P3,40329
R-LLM,33,49,I2,H4,C1,P4,1682296
R-LLM,33,50,I2,H3,C3,P2,138
R-LLM,33,50,I5,H1,C3,P2,2506
R-LLM,34,1,I1,H5,C2,P4,545
R-LLM,34,1,I2,H2,C2,P2,65
R-LLM,34,2,I3,H3,C3,P1,69
R-LLM,34,2,I4,H1,C5,P3,270
R-LLM,34,3,I1,H4,C4,P1,79212
R-LLM,34,3,I5,H2,C3,P3,80824
R-LLM,34,4,I4,H3,C1,P4,17504
R-LLM,34,4,I2,H1,C4,P3,2434
R-LLM,34,5,I3,H4,C5,P4,1162
R-LLM,34,5,I5,H5,C4,P2,7898
R-LLM,34,6,I1,H5,C3,P3,10068
R-LLM,34,6,I2,H3,C4,P1,2109
R-LLM,34,7,I5,H1,C4,P1,8119
R-LLM,34,7,I4,H2,C3,P4,463
R-LLM,34,8,I3,H5,C2,P3,116
R-LLM,34,8,I2,H4,C1,P1,207623
R-LLM,34,9,I3,H1,C2,P2,444
R-LLM,34,9,I5,H2,C1,P3,13334
R-LLM,34,10,I3,H2,C5,P3,484
R-LLM,34,10,I5,H4,C2,P4,5755
R-LLM,34,11,I3,H4,C3,P2,492
R-LLM,34,11,I4,H5,C1,P1,307
R-LLM,34,12,I1,H1,C1,P1,960
R-LLM,34,12,I4,H4,C4,P2,1830
R-LLM,34,13,I2,H1,C2,P4,4276
R-LLM,34,13,I5,H3,C5,P2,1507
R-LLM,34,14,I1,H1,C5,P2,4490
R-LLM,34,14,I4,H5,C5,P3,1351
R-LLM,34,15,I1,H3,C4,P2,4374
R-LLM,34,15,I4,H2,C5,P1,387
R-LLM,34,16,I5,H1,C3,P4,2794
R-LLM,34,16,I4,H3,C5,P2,3095
R-LLM,34,17,I5,H1,C2,P1,93701
R-LLM,34,17,I1,H3,C2,P4,1392
R-LLM,34,18,I4,H2,C4,P3,1317074
R-LLM,34,18,I5,H3,C4,P4,14484
R-LLM,34,19,I4,H4,C2,P1,142493
R-LLM,34,19,I3,H2,C4,P2,670
R-LLM,34,20,I2,H4,C2,P3,717
R-LLM,34,20,I5,H3,C2,P3,4960
R-LLM,34,21,I1,H2,C4,P2,2799
R-LLM,34,21,I5,H5,C2,P4,892
R-LLM,34,22,I1,H2,C5,P3,1604
R-LLM,34,22,I2,H2,C3,P1,11
R-LLM,34,23,I4,H1,C3,P4,580
R-LLM,34,23,I2,H5,C4,P2,596857
R-LLM,34,24,I3,H5,C4,P1,36
R-LLM,34,24,I1,H3,C1,P3,7073
R-LLM,34,25,I2,H2,C1,P4,342
R-LLM,34,25,I3,H1,C5,P1,1330
R-LLM,34,26,I1,H4,C2,P3,5883
R-LLM,34,26,I3,H3,C5,P4,617
R-LLM,34,27,I4,H4,C4,P4,296285
R-LLM,34,27,I5,H5,C5,P1,198
R-LLM,34,28,I1,H3,C2,P3,444
R-LLM,34,28,I4,H5,C2,P3,14602
R-LLM,34,29,I5,H4,C3,P4,5903
R-LLM,34,29,I5,H4,C1,P2,197486
R-LLM,34,30,I2,H5,C1,P4,1083
R-LLM,34,30,I3,H3,C1,P2,2693
R-LLM,34,31,I1,H5,C5,P1,441
R-LLM,34,31,I4,H3,C1,P2,1685
R-LLM,34,32,I1,H1,C3,P2,3192
R-LLM,34,32,I5,H4,C4,P1,806841
R-LLM,34,33,I1,H4,C3,P4,390622
R-LLM,34,33,I3,H5,C3,P2,71883
R-LLM,34,34,I1,H2,C2,P1,1318
R-LLM,34,34,I5,H2,C4,P1,92071
R-LLM,34,35,I2,H4,C4,P1,768578
R-LLM,34,35,I5,H3,C1,P4,25234
R-LLM,34,36,I2,H5,C5,P1,204
R-LLM,34,36,I4,H3,C4,P1,452
R-LLM,34,37,I2,H4,C1,P1,207623
R-LLM,34,37,I4,H2,C4,P2,23152
R-LLM,34,38,I3,H2,C3,P3,429
R-LLM,34,38,I5,H2,C2,P2,257
R-LLM,34,39,I3,H1,C4,P4,33311
R-LLM,34,39,I5,H4,C4,P3,11626
R-LLM,34,40,I1,H2,C3,P4,50003
R-LLM,34,40,I2,H4,C5,P2,1858
R-LLM,34,41,I2,H1,C5,P2,97843
R-LLM,34,41,I4,H1,C4,P1,263
R-LLM,34,42,I2,H5,C3,P3,113506
R-LLM,34,42,I3,H2,C4,P1,1131
R-LLM,34,43,I4,H4,C5,P1,541
R-LLM,34,43,I5,H5,C1,P3,1706
R-LLM,34,44,I4,H2,C1,P3,4469
R-LLM,34,44,I2,H5,C2,P1,1007
R-LLM,34,45,I3,H2,C4,P4,87686
